"﻿""PR""",URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,H1,H1 length,No. of H1,Is indexable page
70,https://servicesartisans.fr/,Artisans de France — 970 326+ Pros Vérifiés,text/html; charset=utf-8,false,200,0,0,,,0,true
50,https://servicesartisans.fr/guides/maprimerenov-2026,"MaPrimeRénov 2026 : Montants, Conditions et Guide | ServicesArtisans",text/html; charset=utf-8,false,200,4,0,,,0,true
35,https://servicesartisans.fr/services/serrurier/paimpol,Serrurier à Paimpol — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,2,0,,,0,true
35,https://servicesartisans.fr/blog/comment-installer-prise-electrique,Installer Prise Électrique : Guide Sécurité | ServicesArtisans,text/html; charset=utf-8,false,200,2,0,,,0,true
28,https://servicesartisans.fr/services/serrurier/la-ferte-bernard,Serrurier à La Ferté-Bernard — Artisans 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,1,0,,,0,true
28,https://servicesartisans.fr/services/serrurier/mont-saint-aignan,Serrurier Mont-Saint-Aignan 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,1,0,,,0,true
28,https://servicesartisans.fr/questions/prix-pose-carrelage-m2,Quel est le prix de la pose de carrelage au m² ? | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,1,0,,,0,true
20,https://servicesartisans.fr/services/electricien/beaurepaire,Électricien à Beaurepaire : 7 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/services/chauffagiste/lunel,Chauffagiste à Lunel — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/services/plombier/estaires,Plombier à Estaires — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/services/plombier/coutras,Plombier Coutras 2026 : 8 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/services/plombier/firminy,Plombier à Firminy — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/services/plombier/alencon,Plombier Alençon 2026 — Devis Gratuit | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/services/serrurier/rumilly,Serrurier à Rumilly — Devis Gratuit 2026 | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/services/plombier/tinqueux,Plombier Tinqueux 2026 : 6 Artisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/services/chauffagiste/guilherand-granges,Chauffagiste à Guilherand-Granges : 2 Pros + Devis | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/blog/tag/securite,Sécurité — Articles & Guides | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
20,https://servicesartisans.fr/blog/tag/mur,Mur — Articles & Guides | ServicesArtisans | ServicesArtisans,text/html; charset=utf-8,false,200,0,0,,,0,true
